key,date,c_type,c_title,c_isn,c_isn_valid,c_publisher_std,c_publisher_major,c_apc_model,c_apc_value,c_apc_currency,c_indexing,e_type,e_date,t_update,t_regenerate,t_certainly,t_langmod,t_access,t_first_person,t_second_person,t_recent
pandey2023,2023-12-20,Journal,Journal of Namibian Studies,2197-5523,Confirmed,NA,0,Full,500,USD,Scopus (discontinued); Dimensions,NA,NA,0,0,1,0,0,0,0,0
pandey2023a,2023-12,Journal,DTC Journal of Computational,2583-6749,Provisional,NA,0,None,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
pandit2023,2023,Journal,The Pharma Innovation Journal,2277-7695,Confirmed,NA,0,Full,75,USD,NA,NA,NA,1,0,0,0,0,1,0,0
pankaj2023,2023-10-21,Journal,Edu Journal of International Affairs and Research,2583-9993,Provisional,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,1
parkavi2023,2023-11,Journal,"International Journal of Advanced Research in Arts, Science, Engineering & Management",2395-7852,Invalid,NA,0,Full,40,USD,NA,NA,NA,1,0,0,0,0,1,0,1
parshivlyuk2024,2024-01-20,Journal,Eduzone,2319-5045,Provisional,NA,0,Full,50,USD,NA,NA,NA,1,0,0,0,0,1,0,0
pasha2023,2023-11-24,Journal,International Journal of Intelligent Systems and Applications in Engineering,2147-6799,Confirmed,NA,0,Full,600,USD,Scopus,NA,NA,1,0,0,0,0,1,0,1
patel2024,2024-02-17,Journal,International Journal of Plant & Soil Science,2320-7035,Confirmed,NA,0,Full,500,USD,Dimensions,NA,NA,1,0,0,0,0,1,1,0
patel2024a,2024,Journal,Samvad E-Journal,2583-8334,Provisional,NA,0,Full,1000,INR,NA,NA,NA,0,0,0,1,0,1,0,0
patil2023,2023-01-01,Journal,Materials Today: Proceedings,2214-7853,Confirmed,Elsevier,1,Full,200,USD,Dimensions; Scopus,NA,NA,0,1,0,0,0,0,0,0
patil2024,2024-03-04,Conference,International Conference in Power Engineering Applications,9798350344578,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
prabu2023,2023-11-01,Conference,"International Conference on Research Methodologies in Knowledge Management, Artificial Intelligence and Telecommunication Engineering",9798350305708,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0
prajapati2023,2023-04-14,Journal,International Journal for Research in Applied Science & Engineering Technology,2321-9653,Confirmed,NA,0,Full,1350,INR,NA,NA,NA,0,0,0,1,0,1,0,0
prakasi2023,2023-04,Journal,International Research Journal of Engineering and Technology,2395-0056,Confirmed,NA,0,Full,75,USD,NA,NA,NA,0,0,0,1,0,1,0,0
prasad2022,2022-06-30,Journal,International Journal of Development in Social Science and Humanities,2455-5142,Confirmed,NA,0,Full,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0
praveen2023,2023-11-25,Journal,International Journal for Multidisciplinary Research,2582-2160,Confirmed,NA,0,Full,70,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,1
praveen2023a,2023-06,Conference,International Conference on Sustainable Computing and Smart Systems,9798350333602,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
pujimahanani2023,2023-12-28,Journal,Anaphora,2656-3967,Confirmed,NA,0,None,NA,NA,Dimensions,NA,NA,0,0,1,0,0,0,0,0
qahramonjonsdaughter2024,2024-04-26,Journal,Obrazovanie nauka i innovacionnye idei v mire,2181-3817,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
rahman2023,2023-05-31,Journal,International Journal of Research Publication and Reviews,2582-7421,Provisional,NA,0,Full,20,USD,Dimensions,NA,NA,0,1,0,0,0,0,0,0
rahman2023a,2023-11-08,Journal,Journal of Xidian University,1001-2400,Refers to different journal,NA,0,Full,120,USD,NA,NA,NA,0,0,1,0,0,0,0,0
rai2023,2023-08-19,Journal,International Research Journal of Modernization in Engineering Technology and Science,2582-5208,Confirmed,NA,0,Full,23,USD,Dimensions,NA,NA,1,0,0,0,0,1,1,0
raja2023,2023-04-26,Journal,International Journal for Multidisciplinary Research,2582-2160,Confirmed,NA,0,Full,70,USD,Dimensions,NA,NA,0,0,0,1,0,1,0,0
rajarajeswari2023,2023-09-20,Conference,International Conference on Smart Electronics and Communication,9798350300888,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0
rajendran2021,2021-10-20,Journal,Eduzone,2319-5045,Provisional,NA,0,Full,50,USD,NA,NA,NA,1,0,0,0,0,1,0,1
rajkumar2023,2023-06-01,Journal,Journal of Electronic and Automation Engineering,2583-6951,Provisional,NA,0,Unknown,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0
rakhimova2023,2023-10-25,Journal,Modern Science and Research,2181-3906,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
ramar2023,2023-07-01,Journal,Shanlax International Journal of Management,2581-9402,Confirmed,NA,0,Full,50,USD,Dimensions,NA,NA,0,1,0,0,0,0,0,0
rambabu2023,2023,Journal,Journal of Engineering Sciences,0377-9254,Confirmed,NA,0,Full,1200,INR,NA,NA,NA,1,0,0,0,0,1,0,1
ramekar2023,2023-05-16,Journal,International Research Journal of Modernization in Engineering Technology and Science,2582-5208,Confirmed,NA,0,Full,23,USD,Dimensions,NA,NA,0,1,0,0,0,0,0,0
ramzani2024,2024-02-13,Journal,Migration Letters,1741-8992,Confirmed,NA,0,Full,800,USD,Scopus (discontinued); ProQuest,NA,NA,0,0,1,0,0,0,0,0
rani2023,2023-09-29,Journal,European Economic Letters,2323-5233,Confirmed,NA,0,Full,300,USD,Dimensions,NA,NA,0,0,1,0,0,0,0,0
rani2024,2024-03-03,Journal,Separation Science Plus,2573-1815,Confirmed,Wiley,1,Full,3300,USD,Dimensions; Web of Science; Scopus,NA,NA,1,0,0,0,0,1,0,0
rao2023,2023-12-23,Journal,International Journal of Innovative Science and Research Technology,2456-2165,Confirmed,NA,0,Full,50,USD,NA,NA,NA,1,0,0,0,0,1,0,0
rastogi2023,2023-12-12,Journal,Shodhshauryam International Scientific Refereed Research,2581-6306,Provisional,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
rathore2024,2024-03-06,Journal,Al-Nasr,2958-9398,Confirmed,NA,0,Full,25000,PKR,Dimensions,NA,NA,1,0,0,0,0,1,0,1
rathour2023,2023-12-14,Conference,"International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems",9798350319200,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0
ravesia2024,2024-04-30,Journal,International Journal of Business and Management Practices,3046-9252,Confirmed,NA,0,Full,300000,IDR,Dimensions,NA,NA,1,0,0,0,0,1,0,1
rawat2023,2023-12-11,Journal,Journal of Korean Academy of Psychiatric and Mental Health Nursing,1225-8482,Refers to different journal,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0
ray2023,2023-09-30,Journal,International Journal of Pharmacy and Pharmaceutical Research,2349-7203,Confirmed,NA,0,None,NA,NA,Dimensions,NA,NA,0,0,1,0,0,0,1,0
rayimova2023,2023-04-27,Journal,Educational Research in Universal Sciences,2181-3515,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
reddy2016,2016-05-26,Journal,International Journal of Transcontinental Discoveries,3006-628X,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,1
reddy2023,2023,Journal,Journal of Engineering Sciences,0377-9254,Confirmed,NA,0,Full,1200,INR,NA,NA,NA,1,0,0,0,1,1,0,0
reddy2024,2024-02-26,Journal,International Journal of Modern Trends in Science and Technology,2455-3778,Confirmed,NA,0,Full,70,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,0
rees2023,2023-06-30,Journal,Law and Economics,3026-1929,Confirmed,NA,0,None,NA,NA,Dimensions,NA,NA,0,0,1,0,0,0,0,0
remzan2023,2023-10-16,Journal,Multimedia Tools and Applications,1573-7721,Confirmed,Springer,1,Hybrid,2990,USD,Web of Science; Compendex; Inspec; Dimensions; Scopus; ProQuest,NA,NA,0,1,0,0,0,0,0,0
rinaldi2023,2023-12-17,Journal,International Journal for the Semiotics of Law,1572-8722,Confirmed,Springer,1,Hybrid,2990,USD,Dimensions; Web of Science; ProQuest; Scopus,NA,NA,1,0,0,0,0,1,0,0
rini2023,2023-04-27,Journal,Journal of Researchers and Lecturers of Engineering,2963-7511,Confirmed,NA,0,None,NA,NA,Dimensions,Stealth revision,NA,0,1,0,0,0,0,0,0
romyzal2022,2022-08-31,Journal,Tanjak,2720-8966,Confirmed,NA,0,Unknown,NA,NA,Dimensions,NA,NA,0,1,0,0,0,0,0,0
roy2023,2023-12-08,Conference,IEEE International Conference on ICT in Business Industry & Government,9798350343274,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,1
roziogli2023,2023-12-05,Journal,TADQIQOTLAR,3030-3613,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
rusdi2023,2023-02-28,Journal,Tanjak,2720-8966,Confirmed,NA,0,Unknown,NA,NA,Dimensions,NA,NA,0,1,0,0,0,0,0,0
s2023,2023-11-15,Conference,International Conference on Sustainable Communication Networks and Application,9798350313987,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0
sabour-takanlou2024,2024-06-17,Journal,Clinical Genetics,1399-0004,Confirmed,Wiley,1,Hybrid,4980,USD,Web of Science; Dimensions; Medline; Scopus,NA,NA,1,0,0,0,0,1,0,0
sackey2023,2023-08-28,Journal,African Journal of Applied Research,2408-7920,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
sadik2023,2023-10-15,Conference,North American Power Symposium,9798350315097,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0
saeedbenyoussef2021,2021-12-01,Journal,International Journal of Modern Agriculture and Environment,2974-4407,Confirmed,NA,0,Full,NA,NA,Dimensions,NA,NA,1,0,0,1,1,1,1,1
safaeva2023,2023-12-15,Journal,Yashil Iqtisodiyot va Taraqqiyot,2992-8982,Confirmed,NA,0,Unknown,NA,NA,Dimensions,NA,NA,1,0,0,0,0,1,0,1
safitri2024,2024-01-01,Journal,Indonesian Journal of Law and Economics Review,2598-9928,Confirmed,NA,0,Full,850000,IDR,Dimensions,NA,NA,0,0,1,0,0,0,0,0
saglam2024,2024-02-06,Journal,Energies,1996-1073,Confirmed,MDPI,1,Full,2600,CHF,Web of Science; Scopus; DOAJ; Compendex; Inspec; Dimensions; ProQuest; OSTI,NA,NA,0,0,1,0,0,0,0,0
sahar2024,2024-01-18,Journal,Annals of Human and Social Sciences,2790-6809,Confirmed,NA,0,Full,310,USD,Dimensions,NA,NA,0,0,1,0,0,0,0,0
sahoo2023,2023-06-30,Journal,Journal of Technology Innovations and Energy,2957-8809,Confirmed,NA,0,Full,200,USD,Dimensions,NA,NA,1,0,0,1,0,1,0,1
sahu2023,2023-12-28,Journal,"International Journal of Futuristic Innovation in Engineering, Science and Technology",2583-6234,Provisional,NA,0,Full,150,USD,NA,NA,NA,0,0,1,0,0,0,0,0
sahu2024,2024-03,Journal,Food and Scientific Reports,2582-5437,Confirmed,NA,0,Full,3,USD,NA,NA,NA,0,0,1,0,0,0,0,0
sain2023,2023-08,Journal,International Journal of Innovative Science and Research Technology,2456-2165,Confirmed,NA,0,Full,50,USD,NA,NA,NA,0,0,0,0,1,1,0,0
saini2023,2023-08,Journal,Journal of Harbin Engineering University,1006-7043,Confirmed,NA,0,Unknown,NA,NA,Scopus; Compendex; Inspec,NA,NA,0,0,1,0,0,0,0,0
sainik2023,2023-10,Journal,BTRA Scan,0972-8341,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
saluky2023,2023-11-23,Journal,Indonesian Journal of Cyber Education,2829-9019,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0
samarakoon2024,2024-02-28,Journal,International Journal of Science and Research Archive,2582-8185,Confirmed,NA,0,Full,32,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,1
sami2024,2024-02,Journal,DogoRangsang Research Journal,2347-7180,Refers to different journal,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0
samson2024,2024-02-20,Journal,International Journal of Innovations and Interdisciplinary Research,3005-4893,Confirmed,NA,0,Full,100,USD,Dimensions,NA,NA,0,1,0,0,0,0,0,0
sanjarbek2024,2024-04-15,Journal,"Best Journal of Innovation in Science, Research and Development",2835-3579,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0
sari2023,2023-08-03,Journal,Publicio,2656-0305,Confirmed,NA,0,None,NA,NA,Dimensions,NA,NA,0,1,0,0,0,0,0,0
sasikala2023,2023-09-29,Journal,European Economic Letters,2323-5233,Confirmed,NA,0,Full,300,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,0
savvas2023,2023-11-30,Journal,Journal of Computer Science and Research,2986-2337,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,1
saxena2024,2024-04,Journal,Journal of The Electrochemical Society,1945-7111,Confirmed,IOP,1,Full,1855,USD,Dimensions; Web of Science; Compendex; Inspec; Scopus; Astrophysics Data System,NA,NA,1,0,0,0,0,1,0,1
scott2023,2023-12-02,Journal,Journal of Climate Policy,2958-2431,Confirmed,NA,0,Full,95,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,0
seerangan2023,2023-05,Journal,International Journal of Research Publication and Reviews,2582-7421,Provisional,NA,0,Full,20,USD,Dimensions,NA,NA,0,0,0,1,0,1,0,0
selvamuthu2023,2023-02-07,Journal,Journal of Internet Banking and Commerce,1204-5357,Confirmed,NA,0,Full,2200,USD,ProQuest; Scopus (discontinued); Dimensions,NA,NA,0,0,0,1,0,1,1,0
sengar2023,2023,Journal,International Journal of Academic Medicine and Pharmacy,2687-5365,Confirmed,NA,0,Full,15000,INR,Dimensions (discontinued); Embase,NA,NA,0,1,0,0,0,0,0,0
setiawan2023,2023-11-27,Journal,Frontiers in Psychology,1664-1078,Confirmed,Frontiers,1,Full,3495,USD,Web of Science; Scopus; Dimensions; PubMed Central; DOAJ; APA PsycInfo,NA,NA,1,0,0,0,0,0,0,0
sezan2023,2023-10-18,Journal,"Journal of Artificial Intelligence, Machine Learning and Neural Network",2799-1172,Confirmed,NA,0,None,NA,NA,Dimensions,NA,NA,1,0,0,0,0,1,0,0
shafiq2023,2023-10-24,Journal,IEEE Transactions on Consumer Electronics,1558-4127,Confirmed,IEEE,1,Hybrid,2345,USD,Web of Science; Inspec; Compendex; Scopus; Dimensions,NA,NA,0,0,1,0,0,0,0,0
shah2023,2023-09-15,Journal,International Educational Journal of Sciences and Engineering,2581-6195,Provisional,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0
shaheen2023,2023-05-29,Journal,Russian Law Journal,2309-8678,Confirmed,NA,0,None,NA,NA,Scopus (discontinued); Web of Science,NA,NA,0,1,0,0,0,0,0,0
shaieb2022,2022-12-01,Journal,International Journal of Advances Engineering and Civil Research,2974-4385,Confirmed,NA,0,Full,NA,NA,Dimensions,NA,NA,0,0,0,1,1,1,1,1
sharma2021,2021-07,Journal,Journal of Management & Entrepeneurship,2229-5348,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0
sharma2023,2023-11-14,Journal,Journal of Research Administration,2573-7104,Refers to different journal,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0
sharma2023a,2023-05-06,Journal,International Journal of New Media Studies,2394-4331,Confirmed,NA,0,Full,70,USD,NA,NA,NA,1,0,0,0,0,1,0,0
sharma2023b,2023,Journal,Madhya Bharti,0974-0066,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0
sharma2023d,2023-06,Journal,Korea Review of International Studies,1226-4741,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
sharma2024,2024-05-15,Journal,Educational Administration: Theory and Practice,1300-4832,Confirmed,NA,0,Full,1000,USD,Dimensions; Scopus (discontinued),NA,NA,0,0,0,1,1,1,1,0
shaukat2023,2023,Journal,Russian Law Journal,2309-8678,Confirmed,NA,0,None,NA,NA,Scopus (discontinued); Web of Science,NA,NA,0,0,1,0,0,0,0,0
shen2021,2021-07-04,Journal,International Journal of Open Publication and Exploration,3006-2853,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0
sherefetdinova2023,2023-09-30,Journal,Research and Education,2181-3191,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
shermatov2024,2024-04-18,Journal,Actual Problems of Humanities and Social Sciences,2181-1342,Confirmed,NA,0,Unknown,NA,NA,Dimensions,NA,NA,0,0,0,1,1,1,0,0
sheshadri2024,2024-03-07,Journal,Naturalista Campano,1827-7160,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
shibghatullah2023,2023-09-27,Conference,Proceeding International Da'wah Conference,None,No ISSN,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1
shoukat2024,2024-03-04,Journal,PLoS One,1932-6203,Confirmed,PLoS,1,Full,2290,USD,Dimensions; Medline; PubMed Central; Embase; DOAJ; Scopus; Web of Science; APA PsycInfo,Retraction,2024-04-18,0,1,0,0,0,0,0,0
shree2020,2020-04-30,Journal,Turkish Journal of Computer and Mathematics Education,1309-4653,Confirmed,NA,0,Full,1295,USD,Dimensions; ProQuest,NA,NA,0,0,1,0,0,0,0,0
shreenevikha2023,2023-08-09,Journal,International Research Journal of Modernization in Engineering Technology and Science,2582-5208,Confirmed,NA,0,Full,23,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,0
shrivastava2023,2023-12-23,Conference,International Conference on Advanced Computing & Communication Technologies,9798350380880,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,1
shrivastava2023a,2023-05-17,Conference,IEEE Renewable Energy and Sustainable E-Mobility Conference,9798350311327,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0
shun2024,2024-01-01,Journal,Kurdish Studies,2051-4883,Confirmed,NA,0,Full,1099,USD,Web of Science; Scopus (discontinued); Dimensions,NA,NA,0,0,1,0,0,0,0,0
sihombing2023,2023-10-30,Journal,Jurnl Manajemen Pendidikan,1978-1938,Confirmed,NA,0,None,NA,NA,Dimensions,NA,NA,0,0,1,0,0,0,0,0
singh2023,2023-08-12,Journal,Multidisciplinary International Journal,2454-924X,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,0
singh2024,2024-02-29,Journal,EPRA International Journal of Multidisciplinary Research,2455-3662,Confirmed,NA,0,Full,80,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,1
singh2024a,2024-05-20,Journal,CINEFORUM,0009-7039,Refers to different journal,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0
singha2023,2023-09-29,Journal,Journal of Legal Studies and Research,2455-2437,Confirmed,NA,0,Full,50,USD,Dimensions,NA,NA,0,0,1,0,0,0,0,0
singhal2023,2023-06-13,Journal,International Journal of Management,0976-6502,Confirmed,NA,0,Full,400,USD,Dimensions; Scopus (discontinued),NA,NA,0,1,0,0,0,0,0,0
sirens2013,2013-07-16,Journal,International Journal of Open Publication and Exploration,3006-2853,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,1
sit2017,2017-05-01,Journal,International Journal of Open Publication and Exploration,3006-2853,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,1
sitinjak2024,2024-03-12,Journal,"Journal of Infrastructure, Policy and Development",2572-7931,Confirmed,NA,0,Full,1800,USD,Scopus; Dimensions,NA,NA,1,0,0,0,0,1,0,1
smita2024,2024-01,Journal,Engineering in Advanced Research Science and Technology,2350-0174,Refers to different journal,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0
sood2023,2023-04-10,Journal,Journal of Positive School Psychology,2717-7564,Refers to different journal,NA,0,Full,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0
soon2023,2023-07-10,Journal,Informative Journal of Management Sciences,2959-0191,Confirmed,NA,0,None,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0
soumena2023,2023-10-31,Journal,Jurnal Ar-Ribh,2714-6316,Confirmed,NA,0,Unknown,NA,NA,Dimensions,NA,NA,0,0,1,0,0,0,0,0
sreekanth2024,2024-02,Journal,Indian Journal of Technical Education,0971-3034,Refers to different journal,NA,0,Full,2500,INR,NA,NA,NA,1,0,0,0,0,1,0,0
sribhavani2024,2024-01-25,Journal,Journal of Clinical and Medical Research,2582-4333,Confirmed,NA,0,Full,1519,USD,Dimensions,NA,NA,0,0,1,0,0,0,0,0
srivastava2023,2023-08-28,Conference,National Webinar on Biodiversity and Conservation,978-93-90146-60-4,Confirmed,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,1
srivastava2024,2024-02-19,Journal,International Journal of Science and Research,2319-7064,Confirmed,NA,0,Full,134,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,0
sriyanto2023,2023-11-29,Journal,Jurnal Ekonomi,2721-9879,Confirmed,NA,0,Full,750000,IDR,NA,NA,NA,0,0,1,0,0,0,0,0
stanikzai2024,2024-02-28,Journal,International Journal of Business and Management Practices,3046-9252,Confirmed,NA,0,Full,300000,IDR,Dimensions,NA,NA,0,0,0,1,1,1,1,0
su2023,2023-09-01,Journal,Energy,0360-5442,Confirmed,Elsevier,1,Full,4140,USD,Web of Science; Scopus; Dimensions; Compendex; Inspec,NA,NA,0,0,1,0,0,0,0,0
suhasreddy2023,2023-05-25,Conference,"International Conference on Signal Processing, Computation, Electronics, Power and Telecommunication",9798350312126,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0
sulaeman2022,2022-06-06,Journal,Saksama,2986-4550,Confirmed,NA,0,None,NA,NA,Dimensions,NA,NA,0,1,0,0,0,0,0,0
sultan2021,2021-12-01,Journal,International Journal of Modern Agriculture and Environment,2974-4407,Confirmed,NA,0,Full,NA,NA,Dimensions,NA,NA,1,0,0,1,1,1,1,1
sumanth2023,2023-08-11,Journal,International Research Journal of Modernization in Engineering Technology and Science,2582-5208,Confirmed,NA,0,Full,23,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,0
sumit2024,2024-03-15,Journal,Cluster Computing,1573-7543,Confirmed,Springer,1,Hybrid,2990,USD,Web of Science; Scopus; Dimensions; Compendex; Inspec; ProQuest,NA,NA,1,0,0,0,0,1,1,1
supriyadi2024,2024-01-31,Journal,Ilomata International Journal of Tax & Accounting,2714-9846,Confirmed,NA,0,Full,105,USD,Dimensions; DOAJ,NA,NA,1,0,0,0,0,1,0,0
suryakanta2023,2023-11-01,Conference,International Conference on Technological Advancements in Computational Sciences,9798350342338,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0
sutradhar2023,2023-11-16,Journal,Asian Journal of Social Sciences and Legal Studies,2707-4668,Confirmed,NA,0,Full,150,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,0
swain2023,2023-10-02,Journal,IEEE Access,2169-3536,Confirmed,IEEE,1,Full,1995,USD,Scopus; Web of Science; Dimensions; DOAJ,NA,NA,1,0,0,0,0,1,0,0
swasti2024,2024-04-22,Journal,Acta Psychologia,2962-6080,Confirmed,NA,0,None,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0
swathi2024,2024-04-03,Journal,International Journal in Pharmaceutical Sciences,0975-4725,Confirmed,NA,0,Full,20,USD,NA,NA,NA,1,0,0,0,0,1,0,0
syailendra2023,2023-05,Journal,Jurnal Dinamika Hukum,2407-6562,Confirmed,NA,0,Full,1500000,IDR,Dimensions,NA,NA,1,0,0,0,0,1,0,0
t2023,2023-12-29,Journal,"International Journal of Case Studies in Business, IT and Education",2581-6942,Confirmed,NA,0,None,NA,NA,Dimensions,NA,NA,0,0,1,0,0,0,0,0
tabasum2023,2023-09-30,Journal,Mader e Milat International Journal of Nursing and Allied Sciences,2960-2181,Confirmed,NA,0,Full,150,USD,NA,NA,NA,1,0,0,0,0,1,0,0
talreja2023,2023-11-01,Journal,International Journal of Life Science and Pharma Research,2250-0480,Confirmed,NA,0,Full,200,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,0
tamilselvi2023,2023-11-12,Conference,"International Conference on Electronics, Communication and Aerospace Technology",9798350340600,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0
tarafder2024,2024-07-22,Journal,World Journal of Microbiology and Biotechnology,1573-0972,Confirmed,Springer,1,Hybrid,3790,USD,Medline; Web of Science; Scopus; Dimensions; Compendex; ProQuest,NA,NA,1,0,0,0,0,1,0,0
tarla2023,2023-08-09,Journal,Physica Scripta,1402-4896,Confirmed,IOP,1,Full,2285,USD,Dimensions; Web of Science; Scopus; Inspec; Compendex; Astrophysics Data System,Retraction,2023-09-14,0,1,0,0,0,0,0,0
thippanna2023,2023-09-21,Journal,Asian Journal of Education and Social Studies,2581-6268,Provisional,NA,0,Full,500,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,1
tiamat2023,2023-07-28,Journal,Migration Letters,1741-8992,Confirmed,NA,0,Full,800,USD,Scopus (discontinued); ProQuest,NA,NA,0,0,1,0,0,0,1,0
tolqinogli2023,2023-04-08,Journal,Web of Scientist,2776-0979,Refers to different journal,NA,0,Full,18,USD,NA,NA,NA,0,0,1,0,0,0,0,0
tsai2023,2023-03-04,Journal,Toxins,2072-6651,Confirmed,MDPI,1,Full,2700,CHF,Scopus; Embase; PubMed Central; Medline; Web of Science; DOAJ; OSTI; ProQuest,Corrigendum,2023-06-16,0,1,0,0,0,0,0,0
uchegbue2023,2023-12-04,Journal,"Caritas Journal of Management, Social Sciences and Humanities",None,No ISSN,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0
ullah2023,2023-12-30,Journal,Journal of Education and Social Studies,2789-8075,Confirmed,NA,0,Full,250,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,1
umar2022,2022-06,Journal,FUTY Journal of the Environment,1597-8826,Confirmed,NA,0,Full,14000,NGN,Dimensions (discontinued),NA,NA,0,1,0,0,0,0,0,0
uwadia2024,2024-03-25,Journal,ESUT Journal of Social Sciences,None,No ISSN,NA,0,Full,130,USD,NA,NA,NA,0,0,1,0,0,0,0,0
v2023,2023-08-10,Conference,International Conference on Circuit Power and Computing Technologies,9798350333244,Confirmed,IEEE,1,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,0
vadher2023,2023-06-01,Journal,Korea Review of International Studies,1226-4741,Confirmed,NA,0,Unknown,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0
vadlapudi2024,2024-03-30,Journal,World Journal of Biology Pharmacy and Health Sciences,2582-5542,Confirmed,NA,0,Full,32,USD,Dimensions,NA,NA,1,0,0,0,0,1,0,0
vasoya2023,2023-06-22,Journal,Journal of Materials Science Research and Reviews,None,No ISSN,NA,0,Full,500,USD,NA,NA,NA,0,0,1,0,0,0,0,0
veinoglou2023,2023-06,Journal,Design Ecologies,2043-068X,Confirmed,NA,0,Hybrid,1500,GBP,Dimensions,NA,NA,0,1,0,0,0,0,0,0
